,Economy,Economy Code,ISO Code,Region,Income Group,WBL INDEX,MOBILITY,Can a woman choose where to live in the same way as a man?,Can a woman travel outside her home in the same way as a man?,Can a woman apply for a passport in the same way as a man?,Can a woman travel outside the country in the same way as a man?,WORKPLACE,Can a woman get a job in the same way as a man?,Does the law prohibit discrimination in employment based on gender?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,PAY,Does the law mandate equal remuneration for work of equal value?,Can a woman work at night in the same way as a man?,Can a woman work in a job deemed dangerous in the same way as a man?,Can a woman work in an industrial job in the same way as a man?,MARRIAGE,Is the law free of legal provisions that require a married woman to obey her husband?,Can a woman be head of household in the same way as a man?,Is there legislation specifically addressing domestic violence?,Can a woman obtain a judgment of divorce in the same way as a man?,Does a woman have the same rights to remarry as a man?,PARENTHOOD,Is paid leave of at least 14 weeks available to mothers?,Length of paid maternity leave,Does the government administer 100% of maternity leave benefits?,Is there paid leave available to fathers?,Length of paid paternity leave,Is there paid parental leave?,Shared days,Days for the mother,Days for the father,Is dismissal of pregnant workers prohibited?,ENTREPRENEURSHIP,Does the law prohibit discrimination in access to credit based on gender?,Can a woman sign a contract in the same way as a man?,Can a woman register a business in the same way as a man?,Can a woman open a bank account in the same way as a man?,ASSETS,Do men and women have equal ownership rights to immovable property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do male and female surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,PENSION,Is the age at which men and women can retire with full pension benefits the same?,Is the age at which men and women can retire with partial pension benefits the same?,Is the mandatory retirement age for men and women the same?,Are periods of absence due to childcare accounted for in pension benefits?
815,Belgium,BEL,BEL,High income: OECD,High income,"64,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,98,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
816,Belgium,BEL,BEL,High income: OECD,High income,"64,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,105,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
817,Belgium,BEL,BEL,High income: OECD,High income,"64,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,105,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
818,Belgium,BEL,BEL,High income: OECD,High income,"64,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,105,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
819,Belgium,BEL,BEL,High income: OECD,High income,"64,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,60,Yes,105,Yes,Yes,3,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
820,Belgium,BEL,BEL,High income: OECD,High income,"66,9",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,80,Yes,105,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
821,Belgium,BEL,BEL,High income: OECD,High income,"66,9",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,80,Yes,105,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
822,Belgium,BEL,BEL,High income: OECD,High income,"70,0",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,80,Yes,105,Yes,Yes,3,No,0,0,0,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
823,Belgium,BEL,BEL,High income: OECD,High income,"72,5",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,100,Yes,105,Yes,Yes,3,Yes,0,90,90,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
824,Belgium,BEL,BEL,High income: OECD,High income,"75,6",100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,100,Yes,105,Yes,Yes,3,Yes,0,90,90,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
825,Belgium,BEL,BEL,High income: OECD,High income,"75,6",100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,100,Yes,105,Yes,Yes,3,Yes,0,90,90,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
826,Belgium,BEL,BEL,High income: OECD,High income,"75,6",100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,100,Yes,105,Yes,Yes,3,Yes,0,90,90,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
827,Belgium,BEL,BEL,High income: OECD,High income,"75,6",100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,25,No,Yes,No,No,80,Yes,Yes,No,Yes,Yes,100,Yes,105,Yes,Yes,3,Yes,0,90,90,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
828,Belgium,BEL,BEL,High income: OECD,High income,"84,4",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,14,Yes,0,90,90,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
829,Belgium,BEL,BEL,High income: OECD,High income,"84,4",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,14,Yes,0,90,90,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
830,Belgium,BEL,BEL,High income: OECD,High income,"84,4",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,14,Yes,0,90,90,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
831,Belgium,BEL,BEL,High income: OECD,High income,"84,4",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,14,Yes,0,90,90,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
832,Belgium,BEL,BEL,High income: OECD,High income,"87,5",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,14,Yes,0,90,90,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
833,Belgium,BEL,BEL,High income: OECD,High income,"87,5",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,14,Yes,0,90,90,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
834,Belgium,BEL,BEL,High income: OECD,High income,"93,8",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,14,Yes,0,90,90,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
835,Belgium,BEL,BEL,High income: OECD,High income,"93,8",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,14,Yes,0,90,90,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
836,Belgium,BEL,BEL,High income: OECD,High income,"100,0",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,14,Yes,0,90,90,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
837,Belgium,BEL,BEL,High income: OECD,High income,"100,0",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,14,Yes,0,90,90,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
838,Belgium,BEL,BEL,High income: OECD,High income,"100,0",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,14,Yes,0,120,120,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
839,Belgium,BEL,BEL,High income: OECD,High income,"100,0",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,14,Yes,0,120,120,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
840,Belgium,BEL,BEL,High income: OECD,High income,"100,0",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,14,Yes,0,120,120,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
841,Belgium,BEL,BEL,High income: OECD,High income,"100,0",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,14,Yes,0,120,120,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
842,Belgium,BEL,BEL,High income: OECD,High income,"100,0",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,14,Yes,0,120,120,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
843,Belgium,BEL,BEL,High income: OECD,High income,"100,0",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,14,Yes,0,120,120,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
844,Belgium,BEL,BEL,High income: OECD,High income,"100,0",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,14,Yes,0,120,120,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
845,Belgium,BEL,BEL,High income: OECD,High income,"100,0",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,14,Yes,0,120,120,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
846,Belgium,BEL,BEL,High income: OECD,High income,"100,0",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,21,Yes,0,120,120,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
847,Belgium,BEL,BEL,High income: OECD,High income,"100,0",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,105,Yes,Yes,21,Yes,0,120,120,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
848,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"51,3",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
849,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"51,3",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
850,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"51,3",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
851,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"51,3",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
852,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"51,3",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
853,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"51,3",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
854,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"51,3",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
855,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"51,3",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
856,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"51,3",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
857,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"51,3",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
858,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"53,8",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,25,No,No,Yes,No
859,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"63,1",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
860,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"63,1",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
861,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"63,1",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
862,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"63,1",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
863,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"63,1",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
864,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"63,1",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
865,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"63,1",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
866,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"63,1",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
867,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"63,1",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
868,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"63,1",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
869,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"63,1",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
870,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"63,1",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
871,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"65,6",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
872,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"65,6",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
873,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"65,6",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
874,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"65,6",75,Yes,Yes,No,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
875,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"71,9",75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
876,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"71,9",75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
877,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"71,9",75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
878,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"71,9",75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,No,84,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
879,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"74,4",75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,98,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
880,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"76,9",75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,98,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
881,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"76,9",75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,98,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
882,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"76,9",75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,98,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
883,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"76,9",75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,98,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
884,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"76,9",75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,98,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
885,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"76,9",75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,98,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
886,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,"76,9",75,Yes,Yes,No,Yes,75,Yes,No,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,98,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
